p_i,p_m,diff_p^(n-2),dp^(n-1),diff_p^(n-1),dp^(n),diff_p^(n),target
141.253754462275,482792.696468674,525858.496046803,0.8182767094991545,522912.699892606,0.8006731854008426,520030.27642516297,0.7841591371769351
141.253754462275,485559.75229293,522912.699892606,0.8006731854008426,520030.27642516297,0.7841591371769351,517207.303531326,0.7686266178488829
141.253754462275,488274.087802542,520030.27642516297,0.7841591371769351,517207.303531326,0.7686266178488829,514440.24770707,0.7539820860033474
141.253754462275,490938.60629066103,517207.303531326,0.7686266178488829,514440.24770707,0.7539820860033474,511725.912197458,0.7401440244775019
141.253754462275,493555.95397414704,514440.24770707,0.7539820860033474,511725.912197458,0.7401440244775019,509061.39370933897,0.7270410231905569
141.253754462275,496128.55077639,511725.912197458,0.7401440244775019,509061.39370933897,0.7270410231905569,506444.04602585296,0.7146102228452704
141.253754462275,498658.61652711796,509061.39370933897,0.7270410231905569,506444.04602585296,0.7146102228452704,503871.44922361,0.7027960418688761
141.253754462275,501148.193386542,506444.04602585296,0.7146102228452704,503871.44922361,0.7027960418688761,501341.38347288204,0.691549127617796
141.253754462275,503599.16513828,503871.44922361,0.7027960418688761,501341.38347288204,0.691549127617796,498851.806613458,0.6808254865938862
141.253754462275,506013.273869407,501341.38347288204,0.691549127617796,498851.806613458,0.6808254865938862,496400.83486172,0.6705857586463875
141.253754462275,508392.134457513,498851.806613458,0.6808254865938862,496400.83486172,0.6705857586463875,493986.726130593,0.660794607807216
141.253754462275,510737.247207157,496400.83486172,0.6705857586463875,493986.726130593,0.660794607807216,491607.865542487,0.6514202082344531
141.253754462275,513050.008916649,493986.726130593,0.660794607807216,491607.865542487,0.6514202082344531,489262.752792843,0.6424338081922097
141.253754462275,515331.722607026,491607.865542487,0.6514202082344531,489262.752792843,0.6424338081922097,486949.991083351,0.6338093584380597
141.253754462275,517583.606105672,489262.752792843,0.6424338081922097,486949.991083351,0.6338093584380597,484668.277392974,0.6255231940683411
141.253754462275,519806.799645109,486949.991083351,0.6338093584380597,484668.277392974,0.6255231940683411,482416.393894328,0.6175537609547125
141.253754462275,522002.372611541,484668.277392974,0.6255231940683411,482416.393894328,0.6175537609547125,480193.200354891,0.6098813795644512
141.253754462275,524171.329556543,482416.393894328,0.6175537609547125,480193.200354891,0.6098813795644512,477997.627388459,0.6024880402783229
141.253754462275,526314.615567783,480193.200354891,0.6098813795644512,477997.627388459,0.6024880402783229,475828.670443457,0.5953572253444549
141.253754462275,528433.1210802679,477997.627388459,0.6024880402783229,475828.670443457,0.5953572253444549,473685.384432217,0.5884737534680365
141.253754462275,530527.686197632,475828.670443457,0.5953572253444549,473685.384432217,0.5884737534680365,471566.87891973206,0.5818236437122364
141.253754462275,532599.104582981,473685.384432217,0.5884737534680365,471566.87891973206,0.5818236437122364,469472.313802368,0.5753939959302725
141.253754462275,534648.126970441,471566.87891973206,0.5818236437122364,469472.313802368,0.5753939959302725,467400.895417019,0.5691728854055529
141.253754462275,536675.464341535,469472.313802368,0.5753939959302725,467400.895417019,0.5691728854055529,465351.87302955904,0.5631492697483433
141.253754462275,538681.790804559,467400.895417019,0.5691728854055529,465351.87302955904,0.5631492697483433,463324.535658465,0.5573129063955599
141.253754462275,540667.746210092,465351.87302955904,0.5631492697483433,463324.535658465,0.5573129063955599,461318.209195441,0.5516542793147123
141.253754462275,542633.938531494,463324.535658465,0.5573129063955599,461318.209195441,0.5516542793147123,459332.253789908,0.5461645337227835
141.253754462275,544580.946035603,461318.209195441,0.5516542793147123,459332.253789908,0.5461645337227835,457366.061468506,0.54083541780804
141.253754462275,546509.319265693,459332.253789908,0.5461645337227835,457366.061468506,0.54083541780804,455419.05396439706,0.5356592305805599
141.253754462275,548419.582856079,457366.061468506,0.54083541780804,455419.05396439706,0.5356592305805599,453490.68073430704,0.5306287751072281
141.253754462275,550312.2371954321,455419.05396439706,0.5356592305805599,453490.68073430704,0.5306287751072281,451580.417143921,0.525737316486969
141.253754462275,552187.759953886,453490.68073430704,0.5306287751072281,451580.417143921,0.525737316486969,449687.76280456793,0.5209785440149911
141.253754462275,554046.607487238,451580.417143921,0.525737316486969,449687.76280456793,0.5209785440149911,447812.24004611396,0.5163465370422151
141.253754462275,555889.216130106,449687.76280456793,0.5209785440149911,447812.24004611396,0.5163465370422151,445953.392512762,0.5118357341299997
141.253754462275,557716.00338851,447812.24004611396,0.5163465370422151,445953.392512762,0.5118357341299997,444110.783869894,0.5074409051122105
141.253754462275,559527.3690412829,445953.392512762,0.5118357341299997,444110.783869894,0.5074409051122105,442283.99661149003,0.5031571257702632
141.253754462275,561323.696158634,444110.783869894,0.5074409051122105,442283.99661149003,0.5031571257702632,440472.6309587171,0.4989797548197546
141.253754462275,563105.3520453611,442283.99661149003,0.5031571257702632,440472.6309587171,0.4989797548197546,438676.30384136597,0.4949044129797322
141.253754462275,564872.689115409,440472.6309587171,0.4989797548197546,438676.30384136597,0.4949044129797322,436894.64795463893,0.4909269639022144
141.253754462275,566626.045703774,438676.30384136597,0.4949044129797322,436894.64795463893,0.4909269639022144,435127.31088459096,0.48704349676803554
141.253754462275,568365.746821186,436894.64795463893,0.4909269639022144,435127.31088459096,0.48704349676803554,433373.95429622603,0.48325031039224187
141.253754462275,570092.104856413,435127.31088459096,0.48704349676803554,433373.95429622603,0.48325031039224187,431634.25317881396,0.4795438986741485
141.253754462275,571805.420230613,433373.95429622603,0.48325031039224187,431634.25317881396,0.4795438986741485,429907.895143587,0.4759209372777776
141.253754462275,573505.98200768,431634.25317881396,0.4795438986741485,429907.895143587,0.4759209372777776,428194.579769387,0.472378271407506
141.253754462275,575194.0684641979,429907.895143587,0.4759209372777776,428194.579769387,0.472378271407506,426494.01799232,0.4689129045883116
141.253754462275,576869.947622244,428194.579769387,0.472378271407506,426494.01799232,0.4689129045883116,424805.9315358021,0.46552198834613795
141.253754462275,578533.8777480071,426494.01799232,0.4689129045883116,424805.9315358021,0.46552198834613795,423130.052377756,0.46220281271196045
141.253754462275,580186.107818912,424805.9315358021,0.46552198834613795,423130.052377756,0.46220281271196045,421466.1222519929,0.45895279747359585
141.253754462275,581826.877961675,423130.052377756,0.46220281271196045,421466.1222519929,0.45895279747359585,419813.892181088,0.45576948410084395
141.253754462275,583456.419863535,421466.1222519929,0.45895279747359585,419813.892181088,0.45576948410084395,418173.12203832495,0.45265052829442237
141.253754462275,585074.957158676,419813.892181088,0.45576948410084395,418173.12203832495,0.45265052829442237,416543.580136465,0.449593693094729
141.253754462275,586682.705791699,418173.12203832495,0.45265052829442237,416543.580136465,0.449593693094729,414925.042841324,0.4465968425063895
141.253754462275,588279.87435984,416543.580136465,0.449593693094729,414925.042841324,0.4465968425063895,413317.294208301,0.44365793559470657
141.253754462275,589866.664435467,414925.042841324,0.4465968425063895,413317.294208301,0.44365793559470657,411720.12564016005,0.44077502100751087
141.253754462275,591443.270870294,413317.294208301,0.44365793559470657,411720.12564016005,0.44077502100751087,410133.335564533,0.4379462318963811
141.253754462275,593009.882082595,411720.12564016005,0.44077502100751087,410133.335564533,0.4379462318963811,408556.72912970604,0.4351697811947411
141.253754462275,594566.680328619,410133.335564533,0.4379462318963811,408556.72912970604,0.4351697811947411,406990.117917405,0.43244395722887324
141.253754462275,596113.841959291,408556.72912970604,0.4351697811947411,406990.117917405,0.43244395722887324,405433.31967138103,0.42976711963112596
141.253754462275,597651.537663218,406990.117917405,0.43244395722887324,405433.31967138103,0.42976711963112596,403886.158040709,0.4271376955352672
141.253754462275,599179.932696913,405433.31967138103,0.42976711963112596,403886.158040709,0.4271376955352672,402348.462336782,0.42455417602639905
141.253754462275,600699.187103093,403886.158040709,0.4271376955352672,402348.462336782,0.42455417602639905,400820.067303087,0.42201511282777776
141.253754462275,602209.455917833,402348.462336782,0.42455417602639905,400820.067303087,0.42201511282777776,399300.812896907,0.4195191152055567
141.253754462275,603710.889367311,400820.067303087,0.42201511282777776,399300.812896907,0.4195191152055567,397790.544082167,0.41706484707722363
141.253754462275,605203.633054788,399300.812896907,0.4195191152055567,397790.544082167,0.41706484707722363,396289.110632689,0.41465102429915635
141.253754462275,606687.828138465,397790.544082167,0.41706484707722363,396289.110632689,0.41465102429915635,394796.366945212,0.41227641213248717
141.253754462275,608163.6115007671,396289.110632689,0.41465102429915635,394796.366945212,0.41227641213248717,393312.17186153505,0.4099398228616984
141.253754462275,609631.115909596,394796.366945212,0.41227641213248717,393312.17186153505,0.4099398228616984,391836.38849923294,0.40764011356358726
141.253754462275,611090.47017203,393312.17186153505,0.4099398228616984,391836.38849923294,0.40764011356358726,390368.884090404,0.4053761840094618
141.253754462275,612541.799280925,391836.38849923294,0.40764011356358726,390368.884090404,0.4053761840094618,388909.52982796996,0.40314697469303307
141.253754462275,613985.224554837,390368.884090404,0.4053761840094618,388909.52982796996,0.40314697469303307,387458.20071907504,0.40095146497556317
141.253754462275,615420.86377166,388909.52982796996,0.40314697469303307,387458.20071907504,0.40095146497556317,386014.775445163,0.3987886713397327
141.253754462275,616848.8312963271,387458.20071907504,0.40095146497556317,386014.775445163,0.3987886713397327,384579.13622834,0.3966576457408438
141.253754462275,618269.238202922,386014.775445163,0.3987886713397327,384579.13622834,0.3966576457408438,383151.16870367294,0.3945574740541633
141.253754462275,619682.192391519,384579.13622834,0.3966576457408438,383151.16870367294,0.3945574740541633,381730.76179707795,0.39248727461025634
141.253754462275,621087.798700016,383151.16870367294,0.3945574740541633,381730.76179707795,0.39248727461025634,380317.80760848103,0.3904461968047286
141.253754462275,622486.1590112611,381730.76179707795,0.39248727461025634,380317.80760848103,0.3904461968047286,378912.201299984,0.38843341979030005
158.489319246111,371025.335862961,0.0,0.0,0.0,0.0,999841.5106807539,103.01856848436526
158.489319246111,382600.14825395704,0.0,0.0,999841.5106807539,103.01856848436526,628974.664137039,3.215225664165563
158.489319246111,391481.81418236205,999841.5106807539,103.01856848436526,628974.664137039,3.215225664165563,617399.851746043,2.4671294245569477
158.489319246111,398969.404919228,628974.664137039,3.215225664165563,617399.851746043,2.4671294245569477,608518.185817638,2.0798863157960943
158.489319246111,405566.104784455,617399.851746043,2.4671294245569477,608518.185817638,2.0798863157960943,601030.595080772,1.8324166292297175
158.489319246111,411529.977331645,608518.185817638,2.0798863157960943,601030.595080772,1.8324166292297175,594433.8952155451,1.6566312631083322
158.489319246111,417014.324148792,601030.595080772,1.8324166292297175,594433.8952155451,1.6566312631083322,588470.022668355,1.5234296714297346
158.489319246111,422119.02970122,594433.8952155451,1.6566312631083322,588470.022668355,1.5234296714297346,582985.6758512079,1.4179737645633252
158.489319246111,426913.473975495,588470.022668355,1.5234296714297346,582985.6758512079,1.4179737645633252,577880.97029878,1.331790076187511
158.489319246111,431448.172117529,582985.6758512079,1.4179737645633252,577880.97029878,1.331790076187511,573086.526024505,1.2596383727872065
158.489319246111,435761.25898211205,577880.97029878,1.331790076187511,573086.526024505,1.2596383727872065,568551.827882471,1.1980796846064106
158.489319246111,439882.36155802896,573086.526024505,1.2596383727872065,568551.827882471,1.1980796846064106,564238.741017888,1.1447507155324759
158.489319246111,443835.040634171,568551.827882471,1.1980796846064106,564238.741017888,1.1447507155324759,560117.638441971,1.097966410039452
158.489319246111,447638.399207596,564238.741017888,1.1447507155324759,560117.638441971,1.097966410039452,556164.959365829,1.056488492618066
158.489319246111,451308.180886886,560117.638441971,1.097966410039452,556164.959365829,1.056488492618066,552361.600792404,1.019383799802777
158.489319246111,454857.543031761,556164.959365829,1.056488492618066,552361.600792404,1.019383799802777,548691.8191131139,0.9859339291319419
158.489319246111,458297.615135236,552361.600792404,1.019383799802777,548691.8191131139,0.9859339291319419,545142.456968239,0.9555755842986077
158.489319246111,461637.911148483,548691.8191131139,0.9859339291319419,545142.456968239,0.9555755842986077,541702.384864764,0.9278600036797191
158.489319246111,464886.63989428297,545142.456968239,0.9555755842986077,541702.384864764,0.9278600036797191,538362.0888515171,0.9024246516111049
158.489319246111,468050.94276221603,541702.384864764,0.9278600036797191,538362.0888515171,0.9024246516111049,535113.3601057171,0.8789730188702944
158.489319246111,471137.07848211,538362.0888515171,0.9024246516111049,535113.3601057171,0.8789730188702944,531949.0572377839,0.8572599221927683
158.489319246111,474150.56870180205,535113.3601057171,0.8789730188702944,531949.0572377839,0.8572599221927683,528862.92151789,0.8370806165811276
158.489319246111,477096.314076366,531949.0572377839,0.8572599221927683,528862.92151789,0.8370806165811276,525849.431298198,0.8182626040455458
158.489319246111,479978.687856594,528862.92151789,0.8370806165811276,525849.431298198,0.8182626040455458,522903.685923634,0.8006593833966569
158.489319246111,482801.612088025,525849.431298198,0.8182626040455458,522903.685923634,0.8006593833966569,520021.312143406,0.7841456198419554
158.489319246111,485568.620213774,522903.685923634,0.8006593833966569,520021.312143406,0.7841456198419554,517198.387911975,0.7686133682635975
158.489319246111,488282.908933671,520021.312143406,0.7841456198419554,517198.387911975,0.7686133682635975,514431.379786226,0.7539690888602895
158.489319246111,490947.381490821,517198.387911975,0.7686133682635975,514431.379786226,0.7539690888602895,511717.091066329,0.7401312658750006
158.489319246111,493564.684056469,514431.379786226,0.7539690888602895,511717.091066329,0.7401312658750006,509052.618509179,0.7270284904577744
158.489319246111,496137.236512288,511717.091066329,0.7401312658750006,509052.618509179,0.7270284904577744,506435.315943531,0.7145979043941608
158.489319246111,498667.258649743,509052.618509179,0.7270284904577744,506435.315943531,0.7145979043941608,503862.763487712,0.7027839270708339
158.489319246111,501156.79259384295,506435.315943531,0.7145979043941608,503862.763487712,0.7027839270708339,501332.741350257,0.6915372066944353
158.489319246111,503607.722095731,503862.763487712,0.7027839270708339,501332.741350257,0.6915372066944353,498843.20740615705,0.6808137505244587
158.489319246111,506021.789212452,501332.741350257,0.6915372066944353,498843.20740615705,0.6808137505244587,496392.277904269,0.6705741990891693
158.489319246111,508400.60879375896,498843.20740615705,0.6808137505244587,496392.277904269,0.6705741990891693,493978.210787548,0.6607832170297074
158.489319246111,510745.681118351,496392.277904269,0.6705741990891693,493978.210787548,0.6607832170297074,491599.39120624104,0.6514089790533439
158.489319246111,513058.40296045603,493978.210787548,0.6607832170297074,491599.39120624104,0.6514089790533439,489254.318881649,0.6424227339180653
158.489319246111,515340.077318654,491599.39120624104,0.6514089790533439,489254.318881649,0.6424227339180653,486941.59703954397,0.6337984328327648
158.489319246111,517591.92199933296,489254.318881649,0.6424227339180653,486941.59703954397,0.6337984328327648,484659.922681346,0.6255124112997146
158.489319246111,519815.07721536,486941.59703954397,0.6337984328327648,484659.922681346,0.6255124112997146,482408.07800066704,0.6175431155630697
158.489319246111,522010.612334506,484659.922681346,0.6255124112997146,482408.07800066704,0.6175431155630697,480184.92278464,0.6098708664294423
158.489319246111,524179.531891029,482408.07800066704,0.6175431155630697,480184.92278464,0.6098708664294423,477989.387665494,0.6024776545897153
158.489319246111,526322.780956306,480184.92278464,0.6098708664294423,477989.387665494,0.6024776545897153,475820.468108971,0.5953469625769584
158.489319246111,528441.249949993,477989.387665494,0.6024776545897153,475820.468108971,0.5953469625769584,473677.21904369397,0.5884636093574873
158.489319246111,530535.778961245,475820.468108971,0.5953469625769584,473677.21904369397,0.5884636093574873,471558.750050007,0.581813614236663
158.489319246111,532607.161639484,473677.21904369397,0.5884636093574873,471558.750050007,0.581813614236663,469464.22103875503,0.5753840772886178
158.489319246111,534656.148705896,471558.750050007,0.581813614236663,469464.22103875503,0.5753840772886178,467392.838360516,0.569163074003332
158.489319246111,536683.451129749,469464.22103875503,0.5753840772886178,467392.838360516,0.569163074003332,465343.851294104,0.5631395621813782
158.489319246111,538689.7430077189,467392.838360516,0.569163074003332,465343.851294104,0.5631395621813782,463316.54887025105,0.5573032994361063
158.489319246111,540675.6641793529,465343.851294104,0.5631395621813782,463316.54887025105,0.5573032994361063,461310.25699228107,0.5516447698983312
158.489319246111,542641.822607531,463316.54887025105,0.5573032994361063,461310.25699228107,0.5516447698983312,459324.3358206471,0.5461551189383479
158.489319246111,544588.796549126,461310.25699228107,0.5516447698983312,459324.3358206471,0.5461551189383479,457358.177392469,0.5408260948875169
158.489319246111,546517.1365379189,459324.3358206471,0.5461551189383479,457358.177392469,0.5408260948875169,455411.20345087396,0.5356499968869158
158.489319246111,548427.367199181,457358.177392469,0.5408260948875169,455411.20345087396,0.5356499968869158,453482.86346208106,0.5306196281283498
158.489319246111,550319.98891296,455411.20345087396,0.5356499968869158,453482.86346208106,0.5306196281283498,451572.632800819,0.5257282538275144
158.489319246111,552195.479341152,453482.86346208106,0.5306196281283498,451572.632800819,0.5257282538275144,449680.01108703995,0.5209695633866552
158.489319246111,554054.294831692,451572.632800819,0.5257282538275144,449680.01108703995,0.5209695633866552,447804.520658848,0.5163376362611113
158.489319246111,555896.871711672,449680.01108703995,0.5209695633866552,447804.520658848,0.5163376362611113,445945.705168308,0.5118269111055673
158.489319246111,557723.627479918,447804.520658848,0.5163376362611113,445945.705168308,0.5118269111055673,444103.12828832795,0.5074321578460836
158.489319246111,559534.96190837,445945.705168308,0.5118269111055673,444103.12828832795,0.5074321578460836,442276.37252008205,0.5031484523477977
158.489319246111,561331.258060635,444103.12828832795,0.5074321578460836,442276.37252008205,0.5031484523477977,440465.03809163,0.49897115340692433
158.489319246111,563112.883235179,442276.37252008205,0.5031484523477977,440465.03809163,0.49897115340692433,438668.74193936505,0.49489588181779254
158.489319246111,564880.18983987,440465.03809163,0.49897115340692433,438668.74193936505,0.49489588181779254,436887.116764821,0.49091850130304615
158.489319246111,566633.516203876,438668.74193936505,0.49489588181779254,436887.116764821,0.49091850130304615,435119.81016013003,0.48703510111278675
158.489319246111,568373.187332319,436887.116764821,0.49091850130304615,435119.81016013003,0.48703510111278675,433366.483796124,0.4832419801230491
158.489319246111,570099.5156085871,435119.81016013003,0.48703510111278675,433366.483796124,0.4832419801230491,431626.812667681,0.4795356322966917
158.489319246111,571812.8014486571,433366.483796124,0.4832419801230491,431626.812667681,0.4795356322966917,429900.48439141293,0.47591273335277545
158.489319246111,573513.333911441,431626.812667681,0.4795356322966917,429900.48439141293,0.47591273335277545,428187.19855134294,0.47237012855110355
158.489319246111,575201.391268726,429900.48439141293,0.47591273335277545,428187.19855134294,0.47237012855110355,426486.66608855897,0.4689048214680386
158.489319246111,576877.2415379661,428187.19855134294,0.47237012855110355,426486.66608855897,0.4689048214680386,424798.608731274,0.465513963677804
158.489319246111,578541.142980902,426486.66608855897,0.4689048214680386,424798.608731274,0.465513963677804,423122.75846203393,0.46219484525997867
158.489319246111,580193.344570666,424798.608731274,0.465513963677804,423122.75846203393,0.46219484525997867,421458.857019098,0.45894488604554984
158.489319246111,581834.086429834,423122.75846203393,0.46219484525997867,421458.857019098,0.45894488604554984,419806.65542933403,0.45576162754667976
158.489319246111,583463.6002416511,421458.857019098,0.45894488604554984,419806.65542933403,0.45576162754667976,418165.913570166,0.4526427255047343
158.489319246111,585082.109636446,419806.65542933403,0.45576162754667976,418165.913570166,0.4526427255047343,416536.39975834894,0.44958594299859317
158.489319246111,586689.8305551,418165.913570166,0.4526427255047343,416536.39975834894,0.44958594299859317,414917.890363554,0.44658914407055517
158.489319246111,588286.971591249,416536.39975834894,0.44958594299859317,414917.890363554,0.44658914407055517,413310.1694449,0.4436502878191661
158.489319246111,589873.7343137889,414917.890363554,0.44658914407055517,413310.1694449,0.4436502878191661,411713.028408751,0.44076742292776344
158.489319246111,591450.3135710739,413310.1694449,0.4436502878191661,411713.028408751,0.44076742292776344,410126.26568621106,0.4379386825791638
158.489319246111,593016.897778132,411713.028408751,0.44076742292776344,410126.26568621106,0.4379386825791638,408549.68642892607,0.4351622797383526
158.489319246111,594573.669188068,410126.26568621106,0.4379386825791638,408549.68642892607,0.4351622797383526,406983.102221868,0.43243650276000456
158.489319246111,596120.804148769,408549.68642892607,0.4351622797383526,406983.102221868,0.43243650276000456,405426.330811932,0.42975971130583074
158.489319246111,597658.473345898,406983.102221868,0.43243650276000456,405426.330811932,0.42975971130583074,403879.195851231,0.4271303325358248
158.489319246111,599186.84203312,405426.330811932,0.42975971130583074,403879.195851231,0.4271303325358248,402341.526654102,0.4245468575616703
158.489319246111,600706.0702503921,403879.195851231,0.4271303325358248,402341.526654102,0.4245468575616703,400813.15796688,0.4220078381311355
158.489319246111,602216.313031119,402341.526654102,0.4245468575616703,400813.15796688,0.4220078381311355,399293.9297496079,0.41951188353524127
158.489319246111,603717.720598888,400813.15796688,0.4220078381311355,399293.9297496079,0.41951188353524127,397783.68696888105,0.41705765771362674
158.489319246111,605210.43855445,399293.9297496079,0.41951188353524127,397783.68696888105,0.41705765771362674,396282.279401112,0.4146438765450148
158.489319246111,606694.608053572,397783.68696888105,0.41705765771362674,396282.279401112,0.4146438765450148,394789.56144554995,0.41226930531165434
158.489319246111,608170.36597632,396282.279401112,0.4146438765450148,394789.56144554995,0.41226930531165434,393305.391946428,0.40993275631888537
158.489319246111,609637.845088309,394789.56144554995,0.41226930531165434,393305.391946428,0.40993275631888537,391829.63402368,0.4076330866636191
158.489319246111,611097.174194395,393305.391946428,0.40993275631888537,391829.63402368,0.4076330866636191,390362.154911691,0.40536919613498157
158.489319246111,612548.478285279,391829.63402368,0.4076330866636191,390362.154911691,0.40536919613498157,388902.82580560504,0.403140025245569
158.489319246111,613991.8786774271,390362.154911691,0.40536919613498157,388902.82580560504,0.403140025245569,387451.521714721,0.40094455337446155
158.489319246111,615427.493146701,388902.82580560504,0.403140025245569,387451.521714721,0.40094455337446155,386008.12132257293,0.3987817970205409
158.489319246111,616855.436056064,387451.521714721,0.40094455337446155,386008.12132257293,0.3987817970205409,384572.506853299,0.39665080815637743
158.489319246111,618275.818477686,386008.12132257293,0.3987817970205409,384572.506853299,0.39665080815637743,383144.563943936,0.3945506726727924
158.489319246111,619688.748309779,384572.506853299,0.39665080815637743,383144.563943936,0.3945506726727924,381724.181522314,0.39248050891470887
158.489319246111,621094.330388435,383144.563943936,0.3945506726727924,381724.181522314,0.39248050891470887,380311.251690221,0.39043946629335147
158.489319246111,622492.666594745,381724.181522314,0.39248050891470887,380311.251690221,0.39043946629335147,378905.66961156495,0.38842672397498973
177.827941003892,371037.501294177,0.0,0.0,0.0,0.0,999822.1720589962,103.01657593143698
177.827941003892,382612.089808772,0.0,0.0,999822.1720589962,103.01657593143698,628962.498705823,3.2151634762763894
177.827941003892,391493.58395077294,999822.1720589962,103.01657593143698,628962.498705823,3.2151634762763894,617387.9101912279,2.467081706111365
177.827941003892,398981.02986500104,628962.498705823,3.2151634762763894,617387.9101912279,2.467081706111365,608506.4160492271,2.0798460872855826
177.827941003892,405577.60213892296,617387.9101912279,2.467081706111365,608506.4160492271,2.0798460872855826,601018.9701349989,1.8323811872005333
177.827941003892,411541.359334755,608506.4160492271,2.0798460872855826,601018.9701349989,1.8323811872005333,594422.397861077,1.6565992210644536
177.827941003892,417025.600075381,601018.9701349989,1.8323811872005333,594422.397861077,1.6565992210644536,588458.640665245,1.5234002057294451
177.827941003892,422130.20689419104,594422.397861077,1.6565992210644536,588458.640665245,1.5234002057294451,582974.399924619,1.4179463385583464
177.827941003892,426924.558435825,588458.640665245,1.5234002057294451,582974.399924619,1.4179463385583464,577869.793105809,1.3317643171205418
177.827941003892,431459.16886914603,582974.399924619,1.4179463385583464,577869.793105809,1.3317643171205418,573075.4415641751,1.259614009255844
177.827941003892,435772.17231135204,577869.793105809,1.3317643171205418,573075.4415641751,1.259614009255844,568540.831130854,1.1980565117238924
177.827941003892,439893.19517819205,573075.4415641751,1.259614009255844,568540.831130854,1.1980565117238924,564227.8276886479,1.1447285741222246
177.827941003892,443845.797802851,568540.831130854,1.1980565117238924,564227.8276886479,1.1447285741222246,560106.8048218079,1.097945173516378
177.827941003892,447649.082812905,564227.8276886479,1.1447285741222246,560106.8048218079,1.097945173516378,556154.2021971489,1.056468058348336
177.827941003892,451318.793512425,560106.8048218079,1.097945173516378,556154.2021971489,1.056468058348336,552350.9171870949,1.0193640831999882
177.827941003892,454868.08700664795,556154.2021971489,1.056468058348336,552350.9171870949,1.0193640831999882,548681.2064875751,0.9859148595063825
177.827941003892,458308.092573325,552350.9171870949,1.0193640831999882,548681.2064875751,0.9859148595063825,545131.912993352,0.9555571018547279
177.827941003892,461648.32397961,548681.2064875751,0.9859148595063825,545131.912993352,0.9555571018547279,541691.9074266751,0.9278420573013945
177.827941003892,464896.98988951603,545131.912993352,0.9555571018547279,541691.9074266751,0.9278420573013945,538351.67602039,0.9024071971961206
177.827941003892,468061.231554492,541691.9074266751,0.9278420573013945,538351.67602039,0.9024071971961206,535103.010110484,0.8789560180488883
177.827941003892,471147.30758331396,538351.67602039,0.9024071971961206,535103.010110484,0.8789560180488883,531938.768445508,0.8572433413394255
177.827941003892,474160.739517021,535103.010110484,0.8789560180488883,531938.768445508,0.8572433413394255,528852.6924166861,0.8370644260297316
177.827941003892,477106.42791589897,531938.768445508,0.8572433413394255,528852.6924166861,0.8370644260297316,525839.260482979,0.8182467774661037
177.827941003892,479988.74594615604,528852.6924166861,0.8370644260297316,525839.260482979,0.8182467774661037,522893.57208410103,0.8006438972936303
177.827941003892,482811.615577469,525839.260482979,0.8182467774661037,522893.57208410103,0.8006438972936303,520011.25405384396,0.7841304531424895
177.827941003892,485578.570184612,522893.57208410103,0.8006438972936303,520011.25405384396,0.7841304531424895,517188.384422531,0.768598501984169
177.827941003892,488292.806405586,520011.25405384396,0.7841304531424895,517188.384422531,0.768598501984169,514421.429815388,0.7539545058261138
177.827941003892,490957.22742734104,517188.384422531,0.768598501984169,514421.429815388,0.7539545058261138,511707.193594414,0.7401169504875078
177.827941003892,493574.479369941,514421.429815388,0.7539545058261138,511707.193594414,0.7401169504875078,509042.77257265896,0.7270144284999859
177.827941003892,496146.982068256,511707.193594414,0.7401169504875078,509042.77257265896,0.7270144284999859,506425.520630059,0.7145840828652823
177.827941003892,498676.955270814,509042.77257265896,0.7270144284999859,506425.520630059,0.7145840828652823,503853.017931744,0.7027703340438893
177.827941003892,501166.441063127,506425.520630059,0.7145840828652823,503853.017931744,0.7027703340438893,501323.044729186,0.6915238311980566
177.827941003892,503617.323159903,503853.017931744,0.7027703340438893,501323.044729186,0.6915238311980566,498833.558936873,0.6808005824377727
177.827941003892,506031.343584493,501323.044729186,0.6915238311980566,498833.558936873,0.6808005824377727,496382.676840097,0.6705612290527724
177.827941003892,508410.117155416,498833.558936873,0.6808005824377727,496382.676840097,0.6705612290527724,493968.656415507,0.6607704363675051
177.827941003892,510755.144122352,496382.676840097,0.6705612290527724,493968.656415507,0.6607704363675051,491589.882844584,0.6513963797044481
177.827941003892,513067.821232515,493968.656415507,0.6607704363675051,491589.882844584,0.6513963797044481,489244.855877648,0.642410308378603
177.827941003892,515349.45145928103,491589.882844584,0.6513963797044481,489244.855877648,0.642410308378603,486932.178767485,0.6337861741016807
177.827941003892,517601.252585485,489244.855877648,0.642410308378603,486932.178767485,0.6337861741016807,484650.54854071897,0.6255003128344349
177.827941003892,519824.364801939,486932.178767485,0.6337861741016807,484650.54854071897,0.6255003128344349,482398.747414515,0.617531171237222
177.827941003892,522019.857455731,484650.54854071897,0.6255003128344349,482398.747414515,0.617531171237222,480175.635198061,0.6098590704977849
177.827941003892,524188.735061691,482398.747414515,0.617531171237222,480175.635198061,0.6098590704977849,477980.142544269,0.6024660016555572
177.827941003892,526331.942672914,480175.635198061,0.6098590704977849,477980.142544269,0.6024660016555572,475811.264938309,0.5953354475619401
177.827941003892,528450.370691837,477980.142544269,0.6024660016555572,475811.264938309,0.5953354475619401,473668.057327086,0.5884522274786206
177.827941003892,530544.859191363,475811.264938309,0.5953354475619401,473668.057327086,0.5884522274786206,471549.62930816296,0.5818023609794263
177.827941003892,532616.201805567,473668.057327086,0.5884522274786206,471549.62930816296,0.5818023609794263,469455.140808637,0.5753729483900113
