p_i,p_m,diff_p^(n-2),dp^(n-1),diff_p^(n-1),dp^(n),diff_p^(n),target
63.09573444801929,592978.068046962,411752.30941605894,0.4408094759772131,410165.395302541,0.4379804657422291,408588.66562586895,0.4352037980086041
63.09573444801929,594534.987986443,410165.395302541,0.4379804657422291,408588.66562586895,0.4352037980086041,407021.931953038,0.43247776096693186
63.09573444801929,596082.270557288,408588.66562586895,0.4352037980086041,407021.931953038,0.43247776096693186,405465.012013557,0.42980071412360604
63.09573444801929,597620.086461446,407021.931953038,0.43247776096693186,405465.012013557,0.42980071412360604,403917.72944271204,0.4271710844883475
63.09573444801929,599148.600968347,405465.012013557,0.42980071412360604,403917.72944271204,0.4271710844883475,402379.913538554,0.42458736302806455
63.09573444801929,600667.974133217,403917.72944271204,0.4271710844883475,402379.913538554,0.42458736302806455,400851.39903165295,0.42204810135276705
63.09573444801929,602178.361004254,402379.913538554,0.42458736302806455,400851.39903165295,0.42204810135276705,399332.025866783,0.4195519086213769
63.09573444801929,603679.911819376,400851.39903165295,0.42204810135276705,399332.025866783,0.4195519086213769,397821.63899574603,0.4170974486450238
63.09573444801929,605172.772193226,399332.025866783,0.4195519086213769,397821.63899574603,0.4170974486450238,396320.08818062395,0.4146834371805502
63.09573444801929,606657.08329504,397821.63899574603,0.4170974486450238,396320.08818062395,0.4146834371805502,394827.22780677397,0.41230863939275475
63.09573444801929,608132.9820179429,396320.08818062395,0.4146834371805502,394827.22780677397,0.41230863939275475,393342.91670496005,0.40997186747305225
63.09573444801929,609600.601140214,394827.22780677397,0.41230863939275475,393342.91670496005,0.40997186747305225,391867.01798205706,0.40767197840863245
63.09573444801929,611060.069479002,393342.91670496005,0.40997186747305225,391867.01798205706,0.40767197840863245,390399.398859786,0.4054078718855615
63.09573444801929,612511.512036932,391867.01798205706,0.40767197840863245,390399.398859786,0.4054078718855615,388939.93052099796,0.4031784883138931
63.09573444801929,613955.0501420429,390399.398859786,0.4054078718855615,388939.93052099796,0.4031784883138931,387488.48796306795,0.40098280697524186
63.09573444801929,615390.801581437,388939.93052099796,0.4031784883138931,387488.48796306795,0.40098280697524186,386044.9498579571,0.3988198442761334
63.09573444801929,616818.880728984,387488.48796306795,0.40098280697524186,386044.9498579571,0.3988198442761334,384609.198418563,0.3966886520963938
63.09573444801929,618239.398667455,386044.9498579571,0.3988198442761334,384609.198418563,0.3966886520963938,383181.119271016,0.394588316241926
63.09573444801929,619652.463305356,384609.198418563,0.3966886520963938,383181.119271016,0.394588316241926,381760.60133254505,0.39251795497250797
63.09573444801929,621058.1794887789,383181.119271016,0.394588316241926,381760.60133254505,0.39251795497250797,380347.536694644,0.39047671761748565
63.09573444801929,622456.649108537,381760.60133254505,0.39251795497250797,380347.536694644,0.39047671761748565,378941.82051122107,0.38846378326613273
70.79457843841381,370970.169349512,0.0,0.0,0.0,0.0,999929.2054215616,103.02760410307602
70.79457843841381,382545.99695158104,0.0,0.0,999929.2054215616,103.02760410307602,629029.8306504879,3.2155076672413916
70.79457843841381,391428.44187884,999929.2054215616,103.02760410307602,629029.8306504879,3.2155076672413916,617454.003048419,2.4673458131274835
70.79457843841381,398916.689342119,629029.8306504879,3.2155076672413916,617454.003048419,2.4673458131274835,608571.55812116,2.0800687397997213
70.79457843841381,405513.967794931,617454.003048419,2.4673458131274835,608571.55812116,2.0800687397997213,601083.310657881,1.8325773480033483
70.79457843841381,411478.363425281,608571.55812116,2.0800687397997213,601083.310657881,1.8325773480033483,594486.032205069,1.6567765639861076
70.79457843841381,416963.191267038,601083.310657881,1.8325773480033483,594486.032205069,1.6567765639861076,588521.636574719,1.5235632893769393
70.79457843841381,422068.344546256,594486.032205069,1.6567765639861076,588521.636574719,1.5235632893769393,583036.808732962,1.4180981331161133
70.79457843841381,426863.20933472604,588521.636574719,1.5235632893769393,583036.808732962,1.4180981331161133,577931.655453744,1.3319068856861203
70.79457843841381,431398.305208975,583036.808732962,1.4180981331161133,577931.655453744,1.3319068856861203,573136.790665274,1.2597488539580404
70.79457843841381,435711.770368548,577931.655453744,1.3319068856861203,573136.790665274,1.2597488539580404,568601.694791025,1.1981847665480583
70.79457843841381,439833.234400774,573136.790665274,1.2597488539580404,568601.694791025,1.1981847665480583,564288.229631452,1.1448511200627804
70.79457843841381,443786.260161029,568601.694791025,1.1981847665480583,564288.229631452,1.1448511200627804,560166.765599226,1.0980627111819437
70.79457843841381,447589.952321868,564288.229631452,1.1448511200627804,560166.765599226,1.0980627111819437,556213.739838971,1.0565811557886062
70.79457843841381,451260.055872725,560166.765599226,1.0980627111819437,556213.739838971,1.0565811557886062,552410.0476781321,1.0194732085713865
70.79457843841381,454809.729327333,556213.739838971,1.0565811557886062,552410.0476781321,1.0194732085713865,548739.944127275,0.986020404057781
70.79457843841381,458250.103154859,552410.0476781321,1.0194732085713865,548739.944127275,0.986020404057781,545190.2706726671,0.9556593965349991
70.79457843841381,461590.692140932,548739.944127275,0.986020404057781,545190.2706726671,0.9556593965349991,541749.896845141,0.9279413850202884
70.79457843841381,464839.70582831796,545190.2706726671,0.9556593965349991,541749.896845141,0.9279413850202884,538409.307859068,0.9025038020516513
70.79457843841381,468004.28623295703,541749.896845141,0.9279413850202884,538409.307859068,0.9025038020516513,535160.2941716821,0.8790501123997415
70.79457843841381,471090.69263362297,538409.307859068,0.9025038020516513,535160.2941716821,0.8790501123997415,531995.713767043,0.8573351112960922
70.79457843841381,474104.447162449,535160.2941716821,0.8790501123997415,531995.713767043,0.8573351112960922,528909.307366377,0.8371540357850124
70.79457843841381,477050.45090433897,531995.713767043,0.8573351112960922,528909.307366377,0.8371540357850124,525895.552837551,0.8183343727472109
70.79457843841381,479933.077493656,528909.307366377,0.8371540357850124,525895.552837551,0.8183343727472109,522949.54909566103,0.8007296081436248
70.79457843841381,482756.249319937,525895.552837551,0.8183343727472109,522949.54909566103,0.8007296081436248,520066.922506344,0.7842143961891674
70.79457843841381,485523.50013621,522949.54909566103,0.8007296081436248,520066.922506344,0.7842143961891674,517243.750680063,0.7686807822980498
70.79457843841381,488238.026922684,520066.922506344,0.7842143961891674,517243.750680063,0.7686807822980498,514476.49986379,0.7540352184649964
70.79457843841381,490902.733177103,517243.750680063,0.7686807822980498,514476.49986379,0.7540352184649964,511761.973077316,0.7401961817830549
70.79457843841381,493520.26530280296,514476.49986379,0.7540352184649964,511761.973077316,0.7401961817830549,509097.266822897,0.7270922571388817
70.79457843841381,496093.043393704,511761.973077316,0.7401961817830549,509097.266822897,0.7270922571388817,506479.73469719704,0.7146605808058424
70.79457843841381,498623.287435965,509097.266822897,0.7270922571388817,506479.73469719704,0.7146605808058424,503906.956606296,0.7028455672947166
70.79457843841381,501113.039733705,506479.73469719704,0.7146605808058424,503906.956606296,0.7028455672947166,501376.712564035,0.6915978604833395
70.79457843841381,503564.18420329,503906.956606296,0.7028455672947166,501376.712564035,0.6915978604833395,498886.960266295,0.6808734637736051
70.79457843841381,505978.46305455896,501376.712564035,0.6915978604833395,498886.960266295,0.6808734637736051,496435.81579671,0.6706330142413854
70.79457843841381,508357.491278901,498886.960266295,0.6808734637736051,496435.81579671,0.6706330142413854,494021.53694544104,0.6608411734283436
70.79457843841381,510702.769286601,496435.81579671,0.6706330142413854,494021.53694544104,0.6608411734283436,491642.508721099,0.6514661132499977
70.79457843841381,513015.693974397,494021.53694544104,0.6608411734283436,491642.508721099,0.6514661132499977,489297.230713399,0.6424790799433443
70.79457843841381,515297.56845515297,491642.508721099,0.6514661132499977,489297.230713399,0.6424790799433443,486984.306025603,0.633854022432206
70.79457843841381,517549.610642071,489297.230713399,0.6424790799433443,486984.306025603,0.633854022432206,484702.43154484703,0.6255672741438967
70.79457843841381,519772.960848022,486984.306025603,0.633854022432206,484702.43154484703,0.6255672741438967,482450.389357929,0.6175972794308392
70.79457843841381,521968.68853457103,484702.43154484703,0.6255672741438967,482450.389357929,0.6175972794308392,480227.039151978,0.6099243573747258
70.79457843841381,524137.798324083,482450.389357929,0.6175972794308392,480227.039151978,0.6099243573747258,478031.31146542897,0.6025304970866515
70.79457843841381,526281.235370823,480227.039151978,0.6099243573747258,478031.31146542897,0.6025304970866515,475862.201675917,0.595399179649992
70.79457843841381,528399.8901725489,478031.31146542897,0.6025304970866515,475862.201675917,0.595399179649992,473718.76462917705,0.5885152227016645
70.79457843841381,530494.602892095,475862.201675917,0.595399179649992,473718.76462917705,0.5885152227016645,471600.10982745106,0.581864644318347
70.79457843841381,532566.167248495,473718.76462917705,0.5885152227016645,471600.10982745106,0.581864644318347,469505.397107905,0.5754345434444581
70.79457843841381,534615.33402878,471600.10982745106,0.581864644318347,469505.397107905,0.5754345434444581,467433.83275150496,0.5692129945235986
70.79457843841381,536642.814264575,469505.397107905,0.5754345434444581,467433.83275150496,0.5692129945235986,465384.66597122,0.5631889543875069
70.79457843841381,538649.28211168,467433.83275150496,0.5692129945235986,465384.66597122,0.5631889543875069,463357.185735425,0.5573521797513887
70.79457843841381,540635.3774657621,465384.66597122,0.5631889543875069,463357.185735425,0.5573521797513887,461350.71788832,0.5516931539116842
70.79457843841381,542601.708343026,463357.185735425,0.5573521797513887,461350.71788832,0.5516931539116842,459364.6225342379,0.5462030214621983
70.79457843841381,544548.85305106,461350.71788832,0.5516931539116842,459364.6225342379,0.5462030214621983,457398.291656974,0.5408735300094445
70.79457843841381,546477.362171935,459364.6225342379,0.5462030214621983,457398.291656974,0.5408735300094445,455451.14694894,0.5356969780208439
70.79457843841381,548387.7603769329,457398.291656974,0.5408735300094445,455451.14694894,0.5356969780208439,453522.63782806497,0.5306661680549668
70.79457843841381,550280.548089992,455451.14694894,0.5356969780208439,453522.63782806497,0.5306661680549668,451612.2396230671,0.525774364738641
70.79457843841381,552156.203014903,453522.63782806497,0.5306661680549668,451612.2396230671,0.525774364738641,449719.451910008,0.521015256919717
70.79457843841381,554015.181539624,451612.2396230671,0.525774364738641,449719.451910008,0.521015256919717,447843.796985097,0.5163829235336097
70.79457843841381,555857.920029519,449719.451910008,0.521015256919717,447843.796985097,0.5163829235336097,445984.818460376,0.5118718027486142
70.79457843841381,557684.836020033,447843.796985097,0.5163829235336097,445984.818460376,0.5118718027486142,444142.079970481,0.5074766640316617
70.79457843841381,559496.3293181671,445984.818460376,0.5118718027486142,444142.079970481,0.5074766640316617,442315.163979967,0.5031925828150189
70.79457843841381,561292.783021127,444142.079970481,0.5074766640316617,442315.163979967,0.5031925828150189,440503.67068183294,0.4990149174888696
70.79457843841381,563074.564459595,442315.163979967,0.5031925828150189,440503.67068183294,0.4990149174888696,438707.216978873,0.49493928846334
70.79457843841381,564842.026072348,440503.67068183294,0.4990149174888696,438707.216978873,0.49493928846334,436925.435540405,0.4909615590980522
70.79457843841381,566595.506218227,438707.216978873,0.49493928846334,436925.435540405,0.4909615590980522,435157.973927652,0.48707781829971486
70.79457843841381,568335.329930863,436925.435540405,0.4909615590980522,435157.973927652,0.48707781829971486,433404.493781773,0.4832843646211162
70.79457843841381,570061.809621039,435157.973927652,0.48707781829971486,433404.493781773,0.4832843646211162,431664.670069137,0.479577691715547
70.79457843841381,571775.245731083,433404.493781773,0.4832843646211162,431664.670069137,0.479577691715547,429938.19037896104,0.47595447501222626
70.79457843841381,573475.927345259,431664.670069137,0.479577691715547,429938.19037896104,0.47595447501222626,428224.754268917,0.47241155949333913
70.79457843841381,575164.132759762,429938.19037896104,0.47595447501222626,428224.754268917,0.47241155949333913,426524.072654741,0.468945948473055
70.79457843841381,576840.130015553,428224.754268917,0.47241155949333913,426524.072654741,0.468945948473055,424835.867240238,0.4655547932752718
70.79457843841381,578504.177397025,426524.072654741,0.468945948473055,424835.867240238,0.4655547932752718,423159.869984447,0.46223538374224316
70.79457843841381,580156.523899145,424835.867240238,0.4655547932752718,423159.869984447,0.46223538374224316,421495.82260297495,0.45898513947775227
70.79457843841381,581797.409665553,423159.869984447,0.46223538374224316,421495.82260297495,0.45898513947775227,419843.47610085504,0.45580160178001583
70.79457843841381,583427.066399814,421495.82260297495,0.45898513947775227,419843.47610085504,0.45580160178001583,418202.590334447,0.4526824261836009
70.79457843841381,585045.71775187,419843.47610085504,0.45580160178001583,418202.590334447,0.4526824261836009,416572.933600186,0.44962537557113036
70.79457843841381,586653.5796815411,418202.590334447,0.4526824261836009,416572.933600186,0.44962537557113036,414954.28224812995,0.44662831379750667
70.79457843841381,588250.860800761,416572.933600186,0.44962537557113036,414954.28224812995,0.44662831379750667,413346.4203184589,0.4436891997833219
70.79457843841381,589837.762696104,414954.28224812995,0.44662831379750667,413346.4203184589,0.4436891997833219,411749.13919923897,0.4408060820397158
70.79457843841381,591414.480233015,413346.4203184589,0.4436891997833219,411749.13919923897,0.4408060820397158,410162.237303896,0.4379770935863942
70.79457843841381,592981.201843046,411749.13919923897,0.4408060820397158,410162.237303896,0.4379770935863942,408585.519766985,0.4352004472308262
70.79457843841381,594538.109795287,410162.237303896,0.4379770935863942,408585.519766985,0.4352004472308262,407018.798156954,0.4324744311780604
70.79457843841381,596085.380453093,408585.519766985,0.4352004472308262,407018.798156954,0.4324744311780604,405461.890204713,0.42979740494609964
70.79457843841381,597623.1845170989,407018.798156954,0.4324744311780604,405461.890204713,0.42979740494609964,403914.619546907,0.42716779555721185
70.79457843841381,599151.687255463,405461.890204713,0.42979740494609964,403914.619546907,0.42716779555721185,402376.81548290106,0.42458409399001135
70.79457843841381,600671.048722178,403914.619546907,0.42716779555721185,402376.81548290106,0.42458409399001135,400848.312744537,0.4220448518652766
70.79457843841381,602181.4239642479,402376.81548290106,0.42458409399001135,400848.312744537,0.4220448518652766,399328.951277822,0.41954867835276266
70.79457843841381,603682.963218435,400848.312744537,0.4220448518652766,399328.951277822,0.41954867835276266,397818.5760357521,0.4170942372741734
70.79457843841381,605175.812098262,399328.951277822,0.41954867835276266,397818.5760357521,0.4170942372741734,396317.03678156505,0.4146802443964083
70.79457843841381,606660.111771874,397818.5760357521,0.4170942372741734,396317.03678156505,0.4146802443964083,394824.187901738,0.4123054648922213
70.79457843841381,608135.999131346,396317.03678156505,0.4146802443964083,394824.187901738,0.4123054648922213,393339.888228126,0.40996871096444215
70.79457843841381,609603.606953934,394824.187901738,0.4123054648922213,393339.888228126,0.40996871096444215,391864.000868654,0.4076688396077629
70.79457843841381,611063.064055794,393339.888228126,0.40996871096444215,391864.000868654,0.4076688396077629,390396.39304606605,0.4054047505166899
70.79457843841381,612514.495438588,391864.000868654,0.4076688396077629,390396.39304606605,0.4054047505166899,388936.93594420596,0.4031753841094259
70.79457843841381,613958.022429424,390396.39304606605,0.4054047505166899,388936.93594420596,0.4031753841094259,387485.50456141203,0.4009797196766724
70.79457843841381,615393.762814494,388936.93594420596,0.4031753841094259,387485.50456141203,0.4009797196766724,386041.977570576,0.3988167736305493
70.79457843841381,616821.830966789,387485.50456141203,0.4009797196766724,386041.977570576,0.3988167736305493,384606.23718550603,0.3966855978597434
70.79457843841381,618242.337968224,386041.977570576,0.3988167736305493,384606.23718550603,0.3966855978597434,383178.16903321096,0.39458527817636624
70.79457843841381,619655.3917264739,384606.23718550603,0.3966855978597434,383178.16903321096,0.39458527817636624,381757.66203177604,0.39251493284721317
70.79457843841381,621061.097086824,383178.16903321096,0.39458527817636624,381757.66203177604,0.39251493284721317,380344.6082735261,0.3904737112083563
70.79457843841381,622459.555939304,381757.66203177604,0.39251493284721317,380344.6082735261,0.3904737112083563,378938.902913176,0.3884607923555369
79.4328234724281,370975.60344802705,0.0,0.0,0.0,0.0,999920.5671765276,103.02671406237629
79.4328234724281,382551.331048181,0.0,0.0,999920.5671765276,103.02671406237629,629024.396551973,3.2154798889316507
79.4328234724281,391433.69924127206,999920.5671765276,103.02671406237629,629024.396551973,3.2154798889316507,617448.668951819,2.467324498080852
79.4328234724281,398921.882014655,629024.396551973,3.2154798889316507,617448.668951819,2.467324498080852,608566.300758728,2.080050770384146
79.4328234724281,405519.103474525,617448.668951819,2.467324498080852,608566.300758728,2.080050770384146,601078.117985345,1.8325615166305538
79.4328234724281,411483.44757931604,608566.300758728,2.080050770384146,601078.117985345,1.8325615166305538,594480.896525475,1.65676225133085
79.4328234724281,416968.228038432,601078.117985345,1.8325615166305538,594480.896525475,1.65676225133085,588516.5524206839,1.5235501275322167
79.4328234724281,422073.337214963,594480.896525475,1.65676225133085,588516.5524206839,1.5235501275322167,583031.7719615679,1.4180858823697133
79.4328234724281,426868.160581283,588516.5524206839,1.5235501275322167,583031.7719615679,1.4180858823697133,577926.662785037,1.3318953795333315
79.4328234724281,431403.21727748896,583031.7719615679,1.4180858823697133,577926.662785037,1.3318953795333315,573131.839418717,1.2597379711683283
79.4328234724281,435716.645173655,577926.662785037,1.3318953795333315,573131.839418717,1.2597379711683283,568596.7827225111,1.1981744156016794
79.4328234724281,439838.073601145,573131.839418717,1.2597379711683283,568596.7827225111,1.1981744156016794,564283.354826345,1.1448412298583328
79.4328234724281,443791.06521177705,568596.7827225111,1.1981744156016794,564283.354826345,1.1448412298583328,560161.9263988549,1.0980532251755681
79.4328234724281,447594.724513065,564283.354826345,1.1448412298583328,560161.9263988549,1.0980532251755681,556208.9347882229,1.0565720281355446
79.4328234724281,451264.796358422,560161.9263988549,1.0980532251755681,556208.9347882229,1.0565720281355446,552405.2754869349,1.0194644014880598
79.4328234724281,454814.43914791103,556208.9347882229,1.0565720281355446,552405.2754869349,1.0194644014880598,548735.203641578,0.9860118859691688
79.4328234724281,458254.783254541,552405.2754869349,1.0194644014880598,548735.203641578,0.9860118859691688,545185.560852089,0.9556511407305435
79.4328234724281,461595.343381744,548735.203641578,0.9860118859691688,545185.560852089,0.9556511407305435,541745.216745459,0.927933368667501
79.4328234724281,464844.32900136703,545185.560852089,0.9556511407305435,541745.216745459,0.927933368667501,538404.656618256,0.9024960054508443
79.4328234724281,468008.88206765,541745.216745459,0.927933368667501,538404.656618256,0.9024960054508443,535155.6709986329,0.8790425184119279
79.4328234724281,471095.26180529397,538404.656618256,0.9024960054508443,535155.6709986329,0.8790425184119279,531991.11793235,0.8573277049011085
79.4328234724281,474108.990298726,535155.6709986329,0.8790425184119279,531991.11793235,0.8573277049011085,528904.738194706,0.8371468037311246
79.4328234724281,477054.96859051206,531991.11793235,0.8573277049011085,528904.738194706,0.8371468037311246,525891.009701274,0.8183273032739008
79.4328234724281,479937.570277231,528904.738194706,0.8371468037311246,525891.009701274,0.8183273032739008,522945.03140948794,0.8007226907552588
79.4328234724281,482760.717714536,525891.009701274,0.8183273032739008,522945.03140948794,0.8007226907552588,520062.429722769,0.7842076214736153
79.4328234724281,485527.944624926,522945.03140948794,0.8007226907552588,520062.429722769,0.7842076214736153,517239.282285464,0.768674141775005
79.4328234724281,488242.44796099205,520062.429722769,0.7842076214736153,517239.282285464,0.768674141775005,514472.055375074,0.7540287044627864
79.4328234724281,490907.131195395,517239.282285464,0.768674141775005,514472.055375074,0.7540287044627864,511757.55203900795,0.7401897873341579
79.4328234724281,493524.640708611,514472.055375074,0.7540287044627864,511757.55203900795,0.7401897873341579,509092.868804605,0.7270859758933269
79.4328234724281,496097.39657365205,511757.55203900795,0.7401897873341579,509092.868804605,0.7270859758933269,506475.359291389,0.7146544069558473
79.4328234724281,498627.618757496,509092.868804605,0.7270859758933269,506475.359291389,0.7146544069558473,503902.60342634795,0.7028394955122106
79.4328234724281,501117.34954662295,506475.359291389,0.7146544069558473,503902.60342634795,0.7028394955122106,501372.381242504,0.6915918858685958
79.4328234724281,503568.47284112294,503902.60342634795,0.7028394955122106,501372.381242504,0.6915918858685958,498882.65045337705,0.6808675818055538
79.4328234724281,505982.73083578295,501372.381242504,0.6915918858685958,498882.65045337705,0.6808675818055538,496431.52715887706,0.6706272207388894
79.4328234724281,508361.738508041,498882.65045337705,0.6808675818055538,496431.52715887706,0.6706272207388894,494017.26916421705,0.6608354645161307
79.4328234724281,510706.99625522,496431.52715887706,0.6706272207388894,494017.26916421705,0.6608354645161307,491638.261491959,0.6514604853274877
79.4328234724281,513019.900961993,494017.26916421705,0.6608354645161307,491638.261491959,0.6514604853274877,489293.00374478,0.6424735296591664
79.4328234724281,515301.755729962,491638.261491959,0.6514604853274877,489293.00374478,0.6424735296591664,486980.099038007,0.6338485466580702
79.4328234724281,517553.77846181,489293.00374478,0.6424735296591664,486980.099038007,0.6338485466580702,484698.244270038,0.6255618699577786
79.4328234724281,519777.109460558,486980.099038007,0.6338485466580702,484698.244270038,0.6255618699577786,482446.22153819,0.6175919440966552
79.4328234724281,521972.81817853,484698.244270038,0.6255618699577786,482446.22153819,0.6175919440966552,480222.890539442,0.6099190883255667
79.4328234724281,524141.90922941297,482446.22153819,0.6175919440966552,480222.890539442,0.6099190883255667,478027.18182147,0.6025252919119278
79.4328234724281,526285.3277593079,480222.890539442,0.6099190883255667,478027.18182147,0.6025252919119278,475858.09077058703,0.5953940360819332
79.4328234724281,528403.964258279,478027.18182147,0.6025252919119278,475858.09077058703,0.5953940360819332,473714.6722406921,0.5885101386030631
79.4328234724281,530498.658881902,475858.09077058703,0.5953940360819332,473714.6722406921,0.5885101386030631,471596.03574172105,0.5818596176730676
79.4328234724281,532570.205342355,473714.6722406921,0.5885101386030631,471596.03574172105,0.5818596176730676,469501.341118098,0.5754295723480432
79.4328234724281,534619.354420181,471596.03574172105,0.5818596176730676,469501.341118098,0.5754295723480432,467429.79465764505,0.5692080771739064
79.4328234724281,536646.817140865,469501.341118098,0.5754295723480432,467429.79465764505,0.5692080771739064,465380.645579819,0.5631840890788913
79.4328234724281,538653.267654382,467429.79465764505,0.5692080771739064,465380.645579819,0.5631840890788913,463353.182859135,0.5573473648658385
79.4328234724281,540639.345850872,465380.645579819,0.5631840890788913,463353.182859135,0.5573473648658385,461346.73234561796,0.5516883879138752
79.4328234724281,542605.659741285,463353.182859135,0.5573473648658385,461346.73234561796,0.5516883879138752,459360.654149128,0.5461983028925088
79.4328234724281,544552.787628216,461346.73234561796,0.5516883879138752,459360.654149128,0.5461983028925088,457394.340258715,0.5408688574808184
79.4328234724281,546481.280088976,459360.654149128,0.5461983028925088,457394.340258715,0.5408688574808184,455447.21237178403,0.5356923502111264
79.4328234724281,548391.661790319,457394.340258715,0.5408688574808184,455447.21237178403,0.5356923502111264,453518.719911024,0.5306615837063873
79.4328234724281,550284.4331518561,455447.21237178403,0.5356923502111264,453518.719911024,0.5306615837063873,451608.338209681,0.5257698226491792
79.4328234724281,552160.071873252,453518.719911024,0.5306615837063873,451608.338209681,0.5257698226491792,449715.56684814394,0.5210107559433285
79.4328234724281,554019.034338524,451608.338209681,0.5257698226491792,449715.56684814394,0.5210107559433285,447839.92812674795,0.5163784625755378
79.4328234724281,555861.756909266,449715.56684814394,0.5210107559433285,447839.92812674795,0.5163784625755378,445980.965661476,0.5118673807616708
79.4328234724281,557688.6571173139,447839.92812674795,0.5163784625755378,445980.965661476,0.5118673807616708,444138.243090734,0.5074722800133168
79.4328234724281,559500.134766218,445980.965661476,0.5118673807616708,444138.243090734,0.5074722800133168,442311.34288268606,0.5031882358066893
79.4328234724281,561296.572949872,444138.243090734,0.5074722800133168,442311.34288268606,0.5031882358066893,440499.865233782,0.4990106065705509
79.4328234724281,563078.338995785,442311.34288268606,0.5031882358066893,440499.865233782,0.4990106065705509,438703.427050128,0.49493501275360663
79.4328234724281,564845.785339692,440499.865233782,0.4990106065705509,438703.427050128,0.49493501275360663,436921.661004215,0.49095731775195517
79.4328234724281,566599.250337507,438703.427050128,0.49493501275360663,436921.661004215,0.49095731775195517,435154.214660308,0.4870736105041578
79.4328234724281,568339.059020055,436921.661004215,0.49095731775195517,435154.214660308,0.4870736105041578,433400.749662493,0.4832801895966663
79.4328234724281,570065.52379542,435154.214660308,0.4870736105041578,433400.749662493,0.4832801895966663,431660.940979945,0.4795735487124896
79.4328234724281,571778.945103335,433400.749662493,0.4832801895966663,431660.940979945,0.4795735487124896,429934.47620458005,0.4759503633097241
79.4328234724281,573479.612025567,431660.940979945,0.4795735487124896,429934.47620458005,0.4759503633097241,428221.05489666504,0.47240747839778324
79.4328234724281,575167.802855905,429934.47620458005,0.4759503633097241,428221.05489666504,0.47240747839778324,426520.387974433,0.4689418973161244
79.4328234724281,576843.785632997,428221.05489666504,0.47240747839778324,426520.387974433,0.4689418973161244,424832.197144095,0.46555077141445106
79.4328234724281,578507.818639001,426520.387974433,0.4689418973161244,424832.197144095,0.46555077141445106,423156.21436700295,0.4622313905566504
79.4328234724281,580160.150866737,424832.197144095,0.46555077141445106,423156.21436700295,0.4622313905566504,421492.181360999,0.45898117437111474
79.4328234724281,581801.022457768,423156.21436700295,0.4622313905566504,421492.181360999,0.45898117437111474,419839.849133263,0.45579766417526923
79.4328234724281,583430.665113658,421492.181360999,0.45898117437111474,419839.849133263,0.45579766417526923,418198.977542232,0.4526785155249915
79.4328234724281,585049.3024824171,419839.849133263,0.45579766417526923,418198.977542232,0.4526785155249915,416569.33488634205,0.4496214913219834
79.4328234724281,586657.150521999,418198.977542232,0.4526785155249915,416569.33488634205,0.4496214913219834,414950.6975175829,0.44662445543941837
79.4328234724281,588254.417842537,416569.33488634205,0.4496214913219834,414950.6975175829,0.44662445543941837,413342.849478001,0.4436853668161267
79.4328234724281,589841.306028862,414950.6975175829,0.44662445543941837,413342.849478001,0.4436853668161267,411745.58215746295,0.4408022739791583
79.4328234724281,591418.009944736,413342.849478001,0.4436853668161267,411745.58215746295,0.4408022739791583,410158.693971138,0.4379733099650022
79.4328234724281,592984.718020084,411745.58215746295,0.4408022739791583,410158.693971138,0.4379733099650022,408581.990055264,0.4351966875966496
79.4328234724281,594541.612522421,410158.693971138,0.4379733099650022,408581.990055264,0.4351966875966496,407015.28197991604,0.4324706950936363
79.4328234724281,596088.869813578,408581.990055264,0.4351966875966496,407015.28197991604,0.4324706950936363,405458.38747757894,0.42979369198803197
79.4328234724281,597626.660592715,407015.28197991604,0.4324706950936363,405458.38747757894,0.42979369198803197,403911.13018642203,0.4271641053158479
79.4328234724281,599155.150126562,405458.38747757894,0.42979369198803197,403911.13018642203,0.4271641053158479,402373.339407285,0.4245804260686014
79.4328234724281,600674.498467732,403911.13018642203,0.4271641053158479,402373.339407285,0.4245804260686014,400844.849873438,0.42204120588055555
79.4328234724281,602184.860661887,402373.339407285,0.4245804260686014,400844.849873438,0.42204120588055555,399325.501532268,0.4195450539319427
79.4328234724281,603686.386944492,400844.849873438,0.42204120588055555,399325.501532268,0.4195450539319427,397815.139338113,0.41709063405694907
79.4328234724281,605179.22292781,399325.501532268,0.4195450539319427,397815.139338113,0.41709063405694907,396313.613055508,0.41467666203278997
79.4328234724281,606663.509778771,397815.139338113,0.41709063405694907,396313.613055508,0.41467666203278997,394820.77707218996,0.41230190304470143
79.4328234724281,608139.384388263,396313.613055508,0.41467666203278997,394820.77707218996,0.41230190304470143,393336.49022122903,0.4099651693033391
79.4328234724281,609606.9795323979,394820.77707218996,0.41230190304470143,393336.49022122903,0.4099651693033391,391860.615611737,0.40766531781526283
79.4328234724281,611066.4240262171,393336.49022122903,0.4099651693033391,391860.615611737,0.40766531781526283,390393.02046760207,0.4054012482830957
79.4328234724281,612517.842870304,391860.615611737,0.40766531781526283,390393.02046760207,0.4054012482830957,388933.5759737829,0.40317190113525914
79.4328234724281,613961.357390717,390393.02046760207,0.4054012482830957,388933.5759737829,0.40317190113525914,387482.157129696,0.4009762556702804
79.4328234724281,615397.085372631,388933.5759737829,0.40317190113525914,387482.157129696,0.4009762556702804,386038.642609283,0.3988133283094309
79.4328234724281,616825.141188051,387482.157129696,0.4009762556702804,386038.642609283,0.3988133283094309,384602.914627369,0.3966821709499992
79.4328234724281,618245.635917929,386038.642609283,0.3988133283094309,384602.914627369,0.3966821709499992,383174.85881194903,0.39458186941056433
