p_i,time,p_m
3.98107170553497,25200,416924.233775313
3.98107170553497,28800,422029.728171873
3.98107170553497,32400,426824.913344756
3.98107170553497,36000,431360.312246116
3.98107170553497,39600,435674.065623827
3.98107170553497,43200,439795.805045014
3.98107170553497,46800,443749.094939481
3.98107170553497,50400,447553.041256325
3.98107170553497,54000,451223.390037031
3.98107170553497,57600,454773.300674561
3.98107170553497,61200,458213.904381802
3.98107170553497,64800,461554.716580141
3.98107170553497,68400,464803.947360895
3.98107170553497,72000,467968.739217218
3.98107170553497,75600,471055.351846118
3.98107170553497,79200,474069.307748709
3.98107170553497,82800,477015.508337375
3.98107170553497,86400,479898.327538719
3.98107170553497,90000,482721.688004365
3.98107170553497,93600,485489.123723459
3.98107170553497,97200,488203.831889827
3.98107170553497,100800,490868.71619522
3.98107170553497,104400,493486.423219803
3.98107170553497,108000,496059.373219201
3.98107170553497,111600,498589.786327907
3.98107170553497,115200,501079.704986506
3.98107170553497,118800,503531.013237244
3.98107170553497,122400,505945.45340637
3.98107170553497,126000,508324.640593184
3.98107170553497,129600,510670.075308226
3.98107170553497,133200,512983.154541573
3.98107170553497,136800,515265.181493158
3.98107170553497,140400,517517.374157565
3.98107170553497,144000,519740.872923857
3.98107170553497,147600,521936.747325059
3.98107170553497,151200,524106.002050663
3.98107170553497,154800,526249.582318089
3.98107170553497,158400,528368.378684593
3.98107170553497,162000,530463.23136915
3.98107170553497,165600,532534.934143829
3.98107170553497,169200,534584.237845825
3.98107170553497,172800,536611.853554276
3.98107170553497,176400,538618.455470025
3.98107170553497,180000,540604.683531498
3.98107170553497,183600,542571.145795524
3.98107170553497,187200,544518.420608335
3.98107170553497,190800,546447.058588789
3.98107170553497,194400,548357.584443228
3.98107170553497,198000,550250.498629025
3.98107170553497,201600,552126.278881891
3.98107170553497,205200,553985.38162028
3.98107170553497,208800,555828.243238713
3.98107170553497,212400,557655.281300532
3.98107170553497,216000,559466.895639455
3.98107170553497,219600,561263.469378285
3.98107170553497,223200,563045.369872247
3.98107170553497,226800,564812.94958367
3.98107170553497,230400,566566.546894001
3.98107170553497,234000,568306.48685859
3.98107170553497,237600,570033.081909095
3.98107170553497,241200,571746.632507919
3.98107170553497,244800,573447.427758643
3.98107170553497,248400,575135.745976055
3.98107170553497,252000,576811.855219029
3.98107170553497,255600,578476.013789213
3.98107170553497,259200,580128.470698214
3.98107170553497,262800,581769.466105716
3.98107170553497,266400,583399.231730766
3.98107170553497,270000,585017.991238252
3.98107170553497,273600,586625.960602423
3.98107170553497,277200,588223.348449151
3.98107170553497,280800,589810.356378481
3.98107170553497,284400,591387.179268878
3.98107170553497,288000,592954.005564485
3.98107170553497,291600,594511.017546572
3.98107170553497,295200,596058.391590276
3.98107170553497,298800,597596.298407638
3.98107170553497,302400,599124.90327786
3.98107170553497,306000,600644.36626563
3.98107170553497,309600,602154.842428311
3.98107170553497,313200,603656.482012704
3.98107170553497,316800,605149.430642061
3.98107170553497,320400,606633.829493961
3.98107170553497,324000,608109.815469624
3.98107170553497,327600,609577.52135518
3.98107170553497,331200,611037.07597539
3.98107170553497,334800,612488.604340271
3.98107170553497,338400,613932.227785036
3.98107170553497,342000,615368.064103747
3.98107170553497,345600,616796.227677039
3.98107170553497,349200,618216.829594247
3.98107170553497,352800,619629.977770258
3.98107170553497,356400,621035.777057362
3.98107170553497,360000,622434.329352397
4.46683592150963,3600,370928.444266959
4.46683592150963,7200,382505.039721901
4.46683592150963,10800,391388.073843392
4.46683592150963,14400,398876.818020385
4.46683592150963,18000,405474.534086764
4.46683592150963,21600,411439.32535002
4.46683592150963,25200,416924.517013783
4.46683592150963,28800,422030.008930267
4.46683592150963,32400,426825.191773811
4.46683592150963,36000,431360.588472027
4.46683592150963,39600,435674.339754263
4.46683592150963,43200,439796.077173249
4.46683592150963,46800,443749.365147342
4.46683592150963,50400,447553.309616357
4.46683592150963,54000,451223.656614132
4.46683592150963,57600,454773.565527236
4.46683592150963,61200,458214.167563148
4.46683592150963,64800,461554.978138634
4.46683592150963,68400,464804.20734102
4.46683592150963,72000,467968.997659995
4.46683592150963,75600,471055.608789523
4.46683592150963,79200,474069.563228037
4.46683592150963,82800,477015.762385538
4.46683592150963,86400,479898.580186506
4.46683592150963,90000,482721.939280659
4.46683592150963,93600,485489.373655426
4.46683592150963,97200,488204.080503081
4.46683592150963,100800,490868.963513964
4.46683592150963,104400,493486.669266953
4.46683592150963,108000,496059.618016499
4.46683592150963,111600,498590.029896016
4.46683592150963,115200,501079.947345097
4.46683592150963,118800,503531.254405073
4.46683592150963,122400,505945.693401345
4.46683592150963,126000,508324.87943243
4.46683592150963,129600,510670.313008139
4.46683592150963,133200,512983.391117871
4.46683592150963,136800,515265.416960925
4.46683592150963,140400,517517.608531293
4.46683592150963,144000,519741.106217485
4.46683592150963,147600,521936.979552005
4.46683592150963,151200,524106.233223859
4.46683592150963,154800,526249.812450005
4.46683592150963,158400,528368.60778727
4.46683592150963,162000,530463.459454219
4.46683592150963,165600,532535.161222534
4.46683592150963,169200,534584.463929048
4.46683592150963,172800,536612.078652551
4.46683592150963,176400,538618.679593561
4.46683592150963,180000,540604.906690192
4.46683592150963,183600,542571.367998978
4.46683592150963,187200,544518.641865868
4.46683592150963,190800,546447.278909455
4.46683592150963,194400,548357.803835826
4.46683592150963,198000,550250.717102109
4.46683592150963,201600,552126.496443784
4.46683592150963,205200,553985.598279084
4.46683592150963,208800,555828.459002317
4.46683592150963,212400,557655.496176623
4.46683592150963,216000,559467.109635525
4.46683592150963,219600,561263.68250164
4.46683592150963,223200,563045.582130015
4.46683592150963,226800,564813.160982808
4.46683592150963,230400,566566.757441301
4.46683592150963,234000,568306.696560686
4.46683592150963,237600,570033.290772469
4.46683592150963,241200,571746.840538909
4.46683592150963,244800,573447.634963444
4.46683592150963,248400,575135.952360728
4.46683592150963,252000,576812.060789504
4.46683592150963,255600,578476.218551297
4.46683592150963,259200,580128.67465759
4.46683592150963,262800,581769.669267952
4.46683592150963,266400,583399.434101317
4.46683592150963,270000,585018.192822465
4.46683592150963,273600,586626.161405538
4.46683592150963,277200,588223.54847631
4.46683592150963,280800,589810.555634725
4.46683592150963,284400,591387.377759155
4.46683592150963,288000,592954.203293651
4.46683592150963,291600,594511.214519394
4.46683592150963,295200,596058.587811436
4.46683592150963,298800,597596.493881735
4.46683592150963,302400,599125.098009412
4.46683592150963,306000,600644.560259079
4.46683592150963,309600,602155.035688022
4.46683592150963,313200,603656.674542969
4.46683592150963,316800,605149.622447102
4.46683592150963,320400,606634.020577931
4.46683592150963,324000,608110.005836611
4.46683592150963,327600,609577.711009204
4.46683592150963,331200,611037.264920412
4.46683592150963,334800,612488.79258019
4.46683592150963,338400,613932.415323691
4.46683592150963,342000,615368.250944921
4.46683592150963,345600,616796.41382446
4.46683592150963,349200,618217.015051588
4.46683592150963,352800,619630.162541139
4.46683592150963,356400,621035.961145354
4.46683592150963,360000,622434.512761019
5.01187233627272,3600,370928.787135396
5.01187233627272,7200,382505.376280643
5.01187233627272,10800,391388.405560536
5.01187233627272,14400,398877.145655872
5.01187233627272,18000,405474.85812624
5.01187233627272,21600,411439.646138453
5.01187233627272,25200,416924.834812573
5.01187233627272,28800,422030.323946366
5.01187233627272,32400,426825.504176349
5.01187233627272,36000,431360.898402598
5.01187233627272,39600,435674.647333672
5.01187233627272,43200,439796.38250615
5.01187233627272,46800,443749.668325548
5.01187233627272,50400,447553.610721266
5.01187233627272,54000,451223.955718558
5.01187233627272,57600,454773.862696824
5.01187233627272,61200,458214.462857474
5.01187233627272,64800,461555.271612089
5.01187233627272,68400,464804.499043519
5.01187233627272,72000,467969.28763756
5.01187233627272,75600,471055.897084766
5.01187233627272,79200,474069.849880557
5.01187233627272,82800,477016.047432265
5.01187233627272,86400,479898.863661985
5.01187233627272,90000,482722.221217298
5.01187233627272,93600,485489.654083706
5.01187233627272,97200,488204.35945174
5.01187233627272,100800,490869.241010158
5.01187233627272,104400,493486.945336396
5.01187233627272,108000,496059.892683585
5.01187233627272,111600,498590.303183929
5.01187233627272,115200,501080.219275909
5.01187233627272,118800,503531.524999826
5.01187233627272,122400,505945.962680135
5.01187233627272,126000,508325.147414472
5.01187233627272,129600,510670.579711829
5.01187233627272,133200,512983.656560843
5.01187233627272,136800,515265.681160104
5.01187233627272,140400,517517.87150294
5.01187233627272,144000,519741.367977239
5.01187233627272,147600,521937.240114924
5.01187233627272,151200,524106.49260445
5.01187233627272,154800,526250.070662262
5.01187233627272,158400,528368.864844701
5.01187233627272,162000,530463.715369874
5.01187233627272,165600,532535.416009032
5.01187233627272,169200,534584.717598597
5.01187233627272,172800,536612.331216971
5.01187233627272,176400,538618.931064305
5.01187233627272,180000,540605.157078365
5.01187233627272,183600,542571.617315353
5.01187233627272,187200,544518.890120904
5.01187233627272,190800,546447.526113309
5.01187233627272,194400,548358.049998368
5.01187233627272,198000,550250.96223294
5.01187233627272,201600,552126.740552243
5.01187233627272,205200,553985.84137426
5.01187233627272,208800,555828.701093063
5.01187233627272,212400,557655.737271562
5.01187233627272,216000,559467.349743065
5.01187233627272,219600,561263.921629978
5.01187233627272,223200,563045.820287149
5.01187233627272,226800,564813.398176542
5.01187233627272,230400,566566.993679257
5.01187233627272,234000,568306.931850307
5.01187233627272,237600,570033.52512103
5.01187233627272,241200,571747.073953518
5.01187233627272,244800,573447.867451054
5.01187233627272,248400,575136.18392814
5.01187233627272,252000,576812.291443372
5.01187233627272,255600,578476.448298133
5.01187233627272,259200,580128.903503774
5.01187233627272,262800,581769.89721973
5.01187233627272,266400,583399.66116481
5.01187233627272,270000,585018.419003671
5.01187233627272,273600,586626.386710339
5.01187233627272,277200,588223.772910473
5.01187233627272,280800,589810.779203908
5.01187233627272,284400,591387.600468909
5.01187233627272,288000,592954.425149424
5.01187233627272,291600,594511.435526535
5.01187233627272,295200,596058.807975198
5.01187233627272,298800,597596.713207279
5.01187233627272,302400,599125.316501807
5.01187233627272,306000,600644.777923308
5.01187233627272,309600,602155.252528983
5.01187233627272,313200,603656.890565479
5.01187233627272,316800,605149.837655897
5.01187233627272,320400,606634.234977672
5.01187233627272,324000,608110.219431882
5.01187233627272,327600,609577.923804519
5.01187233627272,331200,611037.476920214
5.01187233627272,334800,612489.003788852
5.01187233627272,338400,613932.625745523
5.01187233627272,342000,615368.460584167
5.01187233627272,345600,616796.622685301
5.01187233627272,349200,618217.223138147
5.01187233627272,352800,619630.369857477
5.01187233627272,356400,621036.167695477
5.01187233627272,360000,622434.718548878
5.62341325190349,3600,370929.17184011
5.62341325190349,7200,382505.753905763
5.62341325190349,10800,391388.777753293
5.62341325190349,14400,398877.513268935
5.62341325190349,18000,405475.221704512
5.62341325190349,21600,411440.006068995
5.62341325190349,25200,416925.191388681
5.62341325190349,28800,422030.677400242
5.62341325190349,32400,426825.854697761
5.62341325190349,36000,431361.246150418
5.62341325190349,39600,435674.992443444
5.62341325190349,43200,439796.725095301
5.62341325190349,46800,443750.00849709
5.62341325190349,50400,447553.94856653
5.62341325190349,54000,451224.291319245
5.62341325190349,57600,454774.196126587
5.62341325190349,61200,458214.794183158
5.62341325190349,64800,461555.600894721
5.62341325190349,68400,464804.826339106
5.62341325190349,72000,467969.61299774
5.62341325190349,75600,471056.220557348
5.62341325190349,79200,474070.171509974
5.62341325190349,82800,477016.367259953
5.62341325190349,86400,479899.181726705
5.62341325190349,90000,482722.53755541
5.62341325190349,93600,485489.968729411
5.62341325190349,97200,488204.672437283
5.62341325190349,100800,490869.552366009
5.62341325190349,104400,493487.255091406
5.62341325190349,108000,496060.200865124
5.62341325190349,111600,498590.609818011
5.62341325190349,115200,501080.524387297
5.62341325190349,118800,503531.828612134
5.62341325190349,122400,505946.264815908
5.62341325190349,126000,508325.448095269
5.62341325190349,129600,510670.87895829
5.62341325190349,133200,512983.954392756
5.62341325190349,136800,515265.977596459
5.62341325190349,140400,517518.166561982
5.62341325190349,144000,519741.661676515
5.62341325190349,147600,521937.532471327
5.62341325190349,151200,524106.783634259
5.62341325190349,154800,526250.36038118
5.62341325190349,158400,528369.153267883
5.62341325190349,162000,530464.002511963
5.62341325190349,165600,532535.701884185
5.62341325190349,169200,534585.002220511
5.62341325190349,172800,536612.61459891
5.62341325190349,176400,538619.213219121
5.62341325190349,180000,540605.438018516
5.62341325190349,183600,542571.897052927
5.62341325190349,187200,544519.168667635
5.62341325190349,190800,546447.803480594
5.62341325190349,194400,548358.326197285
5.62341325190349,198000,550251.237274257
5.62341325190349,201600,552127.014446439
5.62341325190349,205200,553986.114131534
5.62341325190349,208800,555828.972723347
5.62341325190349,212400,557656.007784534
5.62341325190349,216000,559467.619148156
5.62341325190349,219600,561264.189936385
5.62341325190349,223200,563046.087503847
5.62341325190349,226800,564813.664312289
5.62341325190349,230400,566567.258742603
5.62341325190349,234000,568307.195849604
5.62341325190349,237600,570033.788064439
5.62341325190349,241200,571747.335849017
5.62341325190349,244800,573448.128306443
5.62341325190349,248400,575136.443751049
5.62341325190349,252000,576812.550241268
5.62341325190349,255600,578476.706078324
5.62341325190349,259200,580129.160273416
5.62341325190349,262800,581770.152985832
5.62341325190349,266400,583399.91593424
5.62341325190349,270000,585018.672783159
5.62341325190349,273600,586626.639506484
5.62341325190349,277200,588224.024729746
5.62341325190349,280800,589811.030052657
5.62341325190349,284400,591387.850353362
5.62341325190349,288000,592954.674075695
5.62341325190349,291600,594511.683500626
5.62341325190349,295200,596059.055003003
5.62341325190349,298800,597596.959294587
5.62341325190349,302400,599125.561654307
5.62341325190349,306000,600645.02214659
5.62341325190349,309600,602155.495828544
5.62341325190349,313200,603657.132946722
5.62341325190349,316800,605150.079124137
5.62341325190349,320400,606634.475538138
5.62341325190349,324000,608110.459089718
5.62341325190349,327600,609578.16256479
5.62341325190349,331200,611037.714787904
5.62341325190349,334800,612489.24076887
5.62341325190349,338400,613932.861842702
5.62341325190349,342000,615368.69580327
5.62341325190349,345600,616796.85703102
5.62341325190349,349200,618217.456615106
5.62341325190349,352800,619630.602470235
5.62341325190349,356400,621036.399448528
5.62341325190349,360000,622434.949446653
6.30957344480193,3600,370929.603485898
6.30957344480193,7200,382506.177608117
6.30957344480193,10800,391389.195360435
6.30957344480193,14400,398877.925737577
6.30957344480193,18000,405475.629646042
6.30957344480193,21600,411440.409917705
6.30957344480193,25200,416925.591473654
6.30957344480193,28800,422031.073982014
6.30957344480193,32400,426826.247989255
6.30957344480193,36000,431361.636329889
6.30957344480193,39600,435675.379662978
6.30957344480193,43200,439797.109486649
6.30957344480193,46800,443750.390175838
6.30957344480193,50400,447554.327635151
6.30957344480193,54000,451224.667869408
6.30957344480193,57600,454774.570240933
6.30957344480193,61200,458215.16593669
6.30957344480193,64800,461555.970355912
6.30957344480193,68400,464805.193570795
6.30957344480193,72000,467969.978057866
6.30957344480193,75600,471056.583499555
6.30957344480193,79200,474070.532384116
6.30957344480193,82800,477016.726112521
6.30957344480193,86400,479899.538601189
6.30957344480193,90000,482722.892492609
6.30957344480193,93600,485490.321767699
6.30957344480193,97200,488205.023612839
6.30957344480193,100800,490869.90171302
6.30957344480193,104400,493487.602642243
6.30957344480193,108000,496060.546650498
6.30957344480193,111600,498590.95386711
6.30957344480193,115200,501080.866727906
6.30957344480193,118800,503532.169270746
6.30957344480193,122400,505946.603817821
6.30957344480193,126000,508325.785464671
6.30957344480193,129600,510671.214718342
6.30957344480193,133200,512984.288565659
6.30957344480193,136800,515266.31020352
6.30957344480193,140400,517518.497623671
6.30957344480193,144000,519741.991212522
6.30957344480193,147600,521937.860500606
6.30957344480193,151200,524107.110175077
6.30957344480193,154800,526250.685451152
6.30957344480193,158400,528369.476884015
6.30957344480193,162000,530464.324690685
6.30957344480193,165600,532536.022641381
6.30957344480193,169200,534585.321571551
6.30957344480193,172800,536612.932558676
6.30957344480193,176400,538619.529802031
6.30957344480193,180000,540605.75323855
6.30957344480193,183600,542572.210923647
6.30957344480193,187200,544519.481202207
6.30957344480193,190800,546448.114691807
6.30957344480193,194400,548358.636097565
6.30957344480193,198000,550251.54587569
6.30957344480193,201600,552127.321760781
6.30957344480193,205200,553986.420170229
6.30957344480193,208800,555829.277497538
6.30957344480193,212400,557656.311305079
6.30957344480193,216000,559467.921425639
6.30957344480193,219600,561264.490981126
6.30957344480193,223200,563046.387325914
6.30957344480193,226800,564813.962921508
6.30957344480193,230400,566567.556148568
6.30957344480193,234000,568307.492061688
6.30957344480193,237600,570034.083091797
6.30957344480193,241200,571747.6297006
6.30957344480193,244800,573448.420991004
6.30957344480193,248400,575136.735277148
6.30957344480193,252000,576812.840617283
6.30957344480193,255600,578476.995312455
6.30957344480193,259200,580129.448373692
6.30957344480193,262800,581770.439960118
6.30957344480193,266400,583400.201790241
6.30957344480193,270000,585018.957528428
6.30957344480193,273600,586626.923148424
6.30957344480193,277200,588224.307275618
6.30957344480193,280800,589811.311509583
6.30957344480193,284400,591388.13072833
6.30957344480193,288000,592954.953375565
6.30957344480193,291600,594511.961732132
6.30957344480193,295200,596059.332172758
6.30957344480193,298800,597597.235409087
6.30957344480193,302400,599125.836719936
6.30957344480193,306000,600645.29616962
6.30957344480193,309600,602155.768815141
6.30957344480193,313200,603657.404902949
6.30957344480193,316800,605150.350055959
6.30957344480193,320400,606634.74545142
6.30957344480193,324000,608110.727990234
6.30957344480193,327600,609578.43045822
6.30957344480193,331200,611037.981679841
6.30957344480193,334800,612489.506664822
6.30957344480193,338400,613933.126748094
6.30957344480193,342000,615368.959723444
6.30957344480193,345600,616797.119971241
6.30957344480193,349200,618217.718580562
6.30957344480193,352800,619630.863466042
6.30957344480193,356400,621036.659479728
6.30957344480193,360000,622435.208518218
7.07945784384138,3600,370930.087800438
7.07945784384138,7200,382506.653009977
7.07945784384138,10800,391389.663923355
7.07945784384138,14400,398878.388535003
7.07945784384138,18000,405476.087363968
7.07945784384138,21600,411440.86304341
7.07945784384138,25200,416926.040376377
7.07945784384138,28800,422031.518954081
7.07945784384138,32400,426826.689269569
7.07945784384138,36000,431362.074118456
7.07945784384138,39600,435675.81413044
7.07945784384138,43200,439797.540780836
7.07945784384138,46800,443750.818426436
7.07945784384138,50400,447554.752957139
7.07945784384138,54000,451225.090365641
7.07945784384138,57600,454774.990004134
7.07945784384138,61200,458215.583051014
7.07945784384138,64800,461556.384898186
7.07945784384138,68400,464805.605611527
7.07945784384138,72000,467970.387662064
7.07945784384138,75600,471056.990727408
7.07945784384138,79200,474070.937291563
7.07945784384138,82800,477017.128751725
7.07945784384138,86400,479899.939020947
7.07945784384138,90000,482723.290738697
7.07945784384138,93600,485490.717883173
7.07945784384138,97200,488205.417638293
7.07945784384138,100800,490870.293686813
7.07945784384138,104400,493487.992600696
7.07945784384138,108000,496060.934628069
7.07945784384138,111600,498591.339896548
7.07945784384138,115200,501081.250840387
7.07945784384138,118800,503532.551495995
7.07945784384138,122400,505946.984184223
7.07945784384138,126000,508326.163999367
7.07945784384138,129600,510671.591447317
7.07945784384138,133200,512984.663513823
7.07945784384138,136800,515266.68339478
7.07945784384138,140400,517518.869080997
7.07945784384138,144000,519742.360958004
7.07945784384138,147600,521938.228555512
7.07945784384138,151200,524107.4765599
7.07945784384138,154800,526251.05018566
7.07945784384138,158400,528369.839987288
7.07945784384138,162000,530464.686181157
7.07945784384138,165600,532536.382536875
7.07945784384138,169200,534585.679889312
7.07945784384138,172800,536613.289315401
7.07945784384138,176400,538619.885013898
7.07945784384138,180000,540606.106921245
7.07945784384138,183600,542572.563092388
7.07945784384138,187200,544519.831871765
7.07945784384138,190800,546448.463876531
7.07945784384138,194400,548358.983811399
7.07945784384138,198000,550251.892132193
7.07945784384138,201600,552127.666573145
7.07945784384138,205200,553986.763551293
7.07945784384138,208800,555829.619459806
7.07945784384138,212400,557656.651860733
7.07945784384138,216000,559468.260586553
7.07945784384138,219600,561264.828758881
7.07945784384138,223200,563046.723731806
7.07945784384138,226800,564814.297966562
7.07945784384138,230400,566567.88984355
7.07945784384138,234000,568307.824417112
7.07945784384138,237600,570034.414117938
7.07945784384138,241200,571747.959407499
7.07945784384138,244800,573448.749388482
7.07945784384138,248400,575137.062374811
7.07945784384138,252000,576813.16642453
7.07945784384138,255600,578477.319838488
7.07945784384138,259200,580129.771627519
7.07945784384138,262800,581770.761950563
7.07945784384138,266400,583400.52252595
7.07945784384138,270000,585019.277017874
7.07945784384138,273600,586627.241399915
7.07945784384138,277200,588224.6242973
7.07945784384138,280800,589811.627309447
7.07945784384138,284400,591388.445314218
7.07945784384138,288000,592955.266755173
7.07945784384138,291600,594512.273913016
7.07945784384138,295200,596059.643162338
7.07945784384138,298800,597597.545214653
7.07945784384138,302400,599126.145348647
7.07945784384138,306000,600645.603628516
7.07945784384138,309600,602156.07511114
7.07945784384138,313200,603657.710042855
7.07945784384138,316800,605150.654046462
7.07945784384138,320400,606635.048299103
7.07945784384138,324000,608111.029701574
7.07945784384138,327600,609578.731039592
7.07945784384138,331200,611038.28113752
7.07945784384138,334800,612489.805004988
7.07945784384138,338400,613933.423976832
7.07945784384138,342000,615369.25584675
7.07945784384138,345600,616797.414995022
7.07945784384138,349200,618218.012510639
7.07945784384138,352800,619631.156308154
7.07945784384138,356400,621036.951239532
7.07945784384138,360000,622435.499201295
7.94328234724282,3600,370930.631210289
7.94328234724282,7200,382507.186419637
7.94328234724282,10800,391390.189659598
7.94328234724282,14400,398878.907802257
7.94328234724282,18000,405476.600931927
7.94328234724282,21600,411441.371458814
7.94328234724282,25200,416926.544053516
7.94328234724282,28800,422032.018220952
7.94328234724282,32400,426827.184394225
7.94328234724282,36000,431362.565325307
7.94328234724282,39600,435676.301610951
7.94328234724282,43200,439798.024700873
7.94328234724282,46800,443751.298931511
7.94328234724282,50400,447555.230176258
7.94328234724282,54000,451225.564414211
7.94328234724282,57600,454775.460986192
7.94328234724282,61200,458216.051060982
7.94328234724282,64800,461556.850022267
7.94328234724282,68400,464806.067928832
7.94328234724282,72000,467970.847245533
7.94328234724282,75600,471057.447644575
7.94328234724282,79200,474071.391605191
7.94328234724282,82800,477017.580520343
7.94328234724282,86400,479900.388299304
7.94328234724282,90000,482723.737578157
7.94328234724282,93600,485491.162332044
7.94328234724282,97200,488205.859742124
7.94328234724282,100800,490870.733488642
7.94328234724282,104400,493488.430141277
7.94328234724282,108000,496061.369946064
7.94328234724282,111600,498591.773028701
7.94328234724282,115200,501081.681821679
7.94328234724282,118800,503532.980359778
7.94328234724282,122400,505947.410962345
7.94328234724282,126000,508326.588722281
7.94328234724282,129600,510672.014144179
7.94328234724282,133200,512985.084212583
7.94328234724282,136800,515267.102122261
7.94328234724282,140400,517519.285862971
7.94328234724282,144000,519742.775819257
7.94328234724282,147600,521938.641519908
7.94328234724282,151200,524107.887650433
7.94328234724282,154800,526251.459424508
7.94328234724282,158400,528370.247395861
7.94328234724282,162000,530465.091780138
7.94328234724282,165600,532536.786346261
7.94328234724282,169200,534586.081928452
7.94328234724282,172800,536613.68960303
7.94328234724282,176400,538620.283568168
7.94328234724282,180000,540606.503759756
7.94328234724282,183600,542572.958232214
7.94328234724282,187200,544520.225329481
7.94328234724282,190800,546448.855668235
7.94328234724282,194400,548359.373952738
7.94328234724282,198000,550252.28063838
7.94328234724282,201600,552128.05345898
7.94328234724282,205200,553987.148831183
7.94328234724282,208800,555830.003147781
7.94328234724282,212400,557657.033970461
7.94328234724282,216000,559468.641131358
7.94328234724282,219600,561265.207751756
7.94328234724282,223200,563047.101185425
7.94328234724282,226800,564814.673893297
7.94328234724282,230400,566568.264255478
7.94328234724282,234000,568308.197326031
7.94328234724282,237600,570034.785535376
7.94328234724282,241200,571748.329344724
7.94328234724282,244800,573449.117856513
7.94328234724282,248400,575137.429384425
7.94328234724282,252000,576813.531986275
7.94328234724282,255600,578477.683962686
7.94328234724282,259200,580130.134324278
7.94328234724282,262800,581771.123229785
7.94328234724282,266400,583400.882397335
7.94328234724282,270000,585019.635490929
7.94328234724282,273600,586627.598483961
7.94328234724282,277200,588224.980001478
7.94328234724282,280800,589811.981642723
7.94328234724282,284400,591388.79828539
7.94328234724282,288000,592955.618372877
7.94328234724282,291600,594512.624185729
7.94328234724282,295200,596059.992098387
7.94328234724282,298800,597597.892822214
7.94328234724282,302400,599126.491635757
7.94328234724282,306000,600645.948603071
7.94328234724282,309600,602156.418780904
7.94328234724282,313200,603658.052415461
7.94328234724282,316800,605150.995129417
7.94328234724282,320400,606635.388099793
7.94328234724282,324000,608111.368227266
7.94328234724282,327600,609579.068297438
7.94328234724282,331200,611038.617134563
7.94328234724282,334800,612490.139748159
7.94328234724282,338400,613933.757472961
7.94328234724282,342000,615369.588102563
7.94328234724282,345600,616797.746017148
7.94328234724282,349200,618218.34230561
7.94328234724282,352800,619631.484882407
7.94328234724282,356400,621037.278599417
7.94328234724282,360000,622435.825353071
8.91250938133745,3600,370931.240926171
8.91250938133745,7200,382507.78491512
8.91250938133745,10800,391390.779545365
8.91250938133745,14400,398879.490429698
8.91250938133745,18000,405477.177164655
8.91250938133745,21600,411441.941910279
8.91250938133745,25200,416927.109188562
8.91250938133745,28800,422032.578407594
8.91250938133745,32400,426827.739933226
8.91250938133745,36000,431363.11646846
8.91250938133745,39600,435676.84857308
8.91250938133745,43200,439798.567668085
8.91250938133745,46800,443751.838067072
8.91250938133745,50400,447555.765624917
8.91250938133745,54000,451226.096305454
8.91250938133745,57600,454775.989436753
8.91250938133745,61200,458216.576176803
8.91250938133745,64800,461557.37190007
8.91250938133745,68400,464806.58665738
8.91250938133745,72000,467971.362906667
8.91250938133745,75600,471057.960314069
8.91250938133745,79200,474071.901353465
8.91250938133745,82800,477018.087413068
8.91250938133745,86400,479900.892397913
8.91250938133745,90000,482724.238940277
8.91250938133745,93600,485491.66101188
8.91250938133745,97200,488206.355790781
8.91250938133745,100800,490871.226954411
8.91250938133745,104400,493488.921069883
8.91250938133745,108000,496061.858380888
8.91250938133745,111600,498592.25901097
8.91250938133745,115200,501082.165390642
8.91250938133745,118800,503533.461552857
8.91250938133745,122400,505947.889815274
8.91250938133745,126000,508327.065269228
8.91250938133745,129600,510672.488417859
8.91250938133745,133200,512985.556244354
8.91250938133745,136800,515267.571942222
8.91250938133745,140400,517519.753500037
8.91250938133745,144000,519743.24130124
8.91250938133745,147600,521939.104873581
8.91250938133745,151200,524108.348901598
8.91250938133745,154800,526251.918598048
8.91250938133745,158400,528370.704515799
8.91250938133745,162000,530465.546869679
8.91250938133745,165600,532537.239427844
8.91250938133745,169200,534586.533023787
8.91250938133745,172800,536614.138733137
8.91250938133745,176400,538620.730753415
8.91250938133745,180000,540606.949019888
8.91250938133745,183600,542573.40158639
8.91250938133745,187200,544520.666796299
8.91250938133745,190800,546449.295265757
8.91250938133745,194400,548359.811698519
8.91250938133745,198000,550252.716549491
8.91250938133745,201600,552128.487552026
8.91250938133745,205200,553987.58112233
8.91250938133745,208800,555830.433652769
8.91250938133745,212400,557657.462704628
8.91250938133745,216000,559469.068109652
8.91250938133745,219600,561265.632988755
8.91250938133745,223200,563047.524695351
8.91250938133745,226800,564815.09569003
8.91250938133745,230400,566568.684352571
8.91250938133745,234000,568308.61573672
8.91250938133745,237600,570035.202272595
8.91250938133745,241200,571748.744421118
8.91250938133745,244800,573449.531284443
8.91250938133745,248400,575137.841175986
8.91250938133745,252000,576813.942153298
8.91250938133745,255600,578478.092516755
8.91250938133745,259200,580130.541276735
8.91250938133745,262800,581771.528591739
8.91250938133745,266400,583401.286179669
8.91250938133745,270000,585020.037704312
8.91250938133745,273600,586627.99913885
8.91250938133745,277200,588225.379108129
8.91250938133745,280800,589812.379211197
8.91250938133745,284400,591389.19432556
8.91250938133745,288000,592956.012894429
8.91250938133745,291600,594513.017198178
8.91250938133745,295200,596060.383611073
8.91250938133745,298800,597598.282844313
